gamesPlayed,playerBirthCity,playerBirthCountry,playerBirthDate,playerBirthStateProvince,playerDraftOverallPickNo,playerDraftRoundNo,playerDraftYear,playerFirstName,playerHeight,playerId,playerInHockeyHof,playerIsActive,playerLastName,playerName,playerNationality,playerPositionCode,playerShootsCatches,playerTeamsPlayedFor,playerWeight,seasonId,shotAttempts,shotAttemptsAgainst,shotAttemptsAhead,shotAttemptsBehind,shotAttemptsClose,shotAttemptsFor,shotAttemptsRelPctg,shotAttemptsTied,unblockedShotAttempts,unblockedShotAttemptsAgainst,unblockedShotAttemptsAhead,unblockedShotAttemptsBehind,unblockedShotAttemptsClose,unblockedShotAttemptsFor,unblockedShotAttemptsRelPctg,unblockedShotAttemptsTied
15,East Palestine,USA,1993-03-14,OH,15.0,1.0,2011.0,J.T.,73,8476468,0,1,Miller,J.T. Miller,USA,C,L,TBL,218,20182019,22,152,1,15,19,174,-0.0048,6,23,109,13,7,11,132,0.0153,3
14,Scarborough,CAN,1992-04-24,ON,47.0,2.0,2010.0,Tyler,72,8475726,0,1,Toffoli,Tyler Toffoli,CAN,R,R,LAK,197,20182019,22,176,-5,30,8,198,0.0426,-3,12,130,-3,22,-1,142,0.0367,-7
12,Mississauga,CAN,1997-03-07,ON,3.0,1.0,2015.0,Dylan,75,8478440,0,1,Strome,Dylan Strome,CAN,C,L,ARI,200,20182019,22,123,-13,30,9,145,0.0192,5,12,94,-13,18,6,106,0.012,7
15,Welland,CAN,1984-04-29,ON,,,,Dan,73,8471958,0,1,Girardi,Dan Girardi,CAN,D,R,TBL,212,20182019,22,184,11,4,28,206,-0.0129,7,17,138,11,0,17,155,-0.0101,6
16,Moscow,RUS,1995-10-07,,27.0,1.0,2014.0,Nikolay,71,8477958,0,1,Goldobin,Nikolay Goldobin,RUS,R,L,VAN,196,20182019,22,163,0,3,32,185,0.0971,19,17,126,0,1,27,143,0.0976,16
15,Innisfil,CAN,1993-05-26,ON,85.0,3.0,2011.0,Josh,74,8476410,0,1,Leivo,Josh Leivo,CAN,L,R,TOR,192,20182019,21,105,3,7,14,126,0.0586,11,14,78,0,8,11,92,0.0668,6
6,San Diego,USA,1990-05-07,CA,,,,Chad,71,8477244,0,1,Ruhwedel,Chad Ruhwedel,USA,D,R,PIT,191,20182019,21,68,-13,6,32,89,0.0469,28,13,53,-11,1,22,66,0.0055,23
15,Hearst,CAN,1988-01-12,ON,22.0,1.0,2006.0,Claude,71,8473512,0,1,Giroux,Claude Giroux,CAN,C,R,PHI,185,20182019,21,217,13,12,30,238,0.0517,-4,21,161,15,7,29,182,0.0573,-1
15,Riga,LVA,1994-01-05,,14.0,1.0,2012.0,Zemgus,74,8476878,0,1,Girgensons,Zemgus Girgensons,LVA,C,L,BUF,211,20182019,21,115,-4,25,17,136,0.0433,0,21,85,5,18,12,106,0.0492,-2
14,Salt Lake City,USA,1987-01-08,UT,17.0,1.0,2006.0,Trevor,73,8473453,0,1,Lewis,Trevor Lewis,USA,C,R,LAK,205,20182019,21,141,-2,17,5,162,0.0463,6,19,105,3,14,2,124,0.0602,2
2,St. Louis,USA,1986-10-27,MO,96.0,4.0,2005.0,Chris,73,8471761,0,1,Butler,Chris Butler,USA,D,L,STL,196,20182019,21,19,-2,22,17,40,0.2494,1,20,15,-1,21,14,35,0.25,0
15,Borlange,SWE,1990-05-24,,102.0,4.0,2009.0,Mattias,76,8475218,0,1,Ekholm,Mattias Ekholm,SWE,D,L,NSH,215,20182019,21,236,-29,23,39,257,0.0258,27,25,181,-19,21,35,206,0.0446,23
16,Holland Landing,CAN,1996-06-20,ON,4.0,1.0,2014.0,Sam,73,8477935,0,1,Bennett,Sam Bennett,CAN,C,L,CGY,195,20182019,21,166,-4,32,-15,187,-0.0224,-7,10,126,-5,14,-14,136,-0.0112,1
15,Vancouver,CAN,1994-08-11,BC,150.0,5.0,2012.0,Alexander,70,8477021,0,1,Kerfoot,Alexander Kerfoot,CAN,C,L,COL,175,20182019,20,155,4,22,6,175,0.0817,-6,22,107,10,10,9,129,0.1005,2
14,Pontiac,USA,1992-05-11,MI,80.0,3.0,2010.0,Bryan,71,8475810,0,1,Rust,Bryan Rust,USA,R,R,PIT,192,20182019,19,155,17,-3,3,174,0.0336,5,13,114,9,-7,-1,127,0.0263,11
15,Richmond Hill,CAN,1997-01-13,ON,1.0,1.0,2015.0,Connor,73,8478402,0,1,McDavid,Connor McDavid,CAN,C,L,EDM,193,20182019,18,236,14,18,-6,254,0.0267,-14,33,178,19,16,14,211,0.0464,-2
14,Västerås,SWE,1988-06-02,,25.0,1.0,2006.0,Patrik,76,8473534,0,1,Berglund,Patrik Berglund,SWE,C,L,BUF,215,20182019,18,111,-4,24,16,129,0.0268,-2,19,82,4,16,18,101,0.0332,-1
6,Pelhrimov,CZE,1993-10-05,,49.0,2.0,2012.0,Martin,73,8476924,0,1,Frk,Martin Frk,CZE,R,R,DET,205,20182019,18,34,7,10,5,52,0.1428,1,5,27,6,1,0,32,0.0864,-2
4,Kramfors,SWE,1988-09-19,,122.0,5.0,2007.0,Mario,72,8474131,0,1,Kempe,Mario Kempe,SWE,R,L,ARI,185,20182019,17,21,-1,6,16,38,0.0472,12,13,17,-1,5,11,30,0.0681,9
7,Los Angeles,USA,1987-11-15,CA,,,,Kevan,74,8476191,0,1,Miller,Kevan Miller,USA,D,R,BOS,210,20182019,17,94,12,2,12,111,0.0316,3,14,65,13,2,6,79,0.0326,-1
15,Pori,FIN,1993-05-31,,16.0,1.0,2011.0,Joel,76,8476469,0,1,Armia,Joel Armia,FIN,R,R,MTL,210,20182019,17,161,-13,17,7,178,-0.0165,13,9,109,-13,14,1,118,-0.0142,8
3,Quebec City,CAN,1985-12-27,QC,44.0,2.0,2005.0,Paul,72,8471669,0,1,Stastny,Paul Stastny,USA,C,L,VGK,193,20182019,17,33,1,16,13,50,-0.0011,0,10,27,0,11,7,37,0.0152,-1
15,Calgary,CAN,1996-03-13,AB,79.0,3.0,2014.0,Brayden,70,8478010,0,1,Point,Brayden Point,CAN,C,R,TBL,166,20182019,17,191,-11,9,10,208,-0.0228,19,10,143,-12,7,8,153,-0.0274,15
6,Hradec Králové,CZE,1997-11-02,,53.0,2.0,2016.0,Filip,72,8479425,0,1,Hronek,Filip Hronek,CZE,D,R,DET,170,20182019,17,85,4,7,15,102,0.0718,6,4,68,3,-1,8,72,0.0414,2
4,Keswick,CAN,1994-11-13,ON,,,,Sean,71,8480336,0,1,Walker,Sean Walker,CAN,D,R,LAK,196,20182019,17,28,0,10,14,45,0.078,7,13,20,0,6,11,33,0.1081,7
15,Boxford,USA,1991-04-30,MA,19.0,1.0,2009.0,Chris,75,8475184,0,1,Kreider,Chris Kreider,USA,L,L,NYR,216,20182019,17,180,16,17,-15,197,0.0684,-16,15,136,9,9,-3,151,0.0732,-3
15,Ste-Agathe-des-Monts,CAN,1998-06-24,QC,3.0,1.0,2016.0,Pierre-Luc,75,8479400,0,1,Dubois,Pierre-Luc Dubois,CAN,C,L,CBJ,207,20182019,17,192,-1,1,19,209,0.0348,17,31,146,2,5,29,177,0.0589,24
13,Mt. Brydges,CAN,1997-06-23,ON,11.0,1.0,2015.0,Lawson,76,8478474,0,1,Crouse,Lawson Crouse,CAN,L,L,ARI,220,20182019,16,131,-19,32,0,147,0.0112,3,10,102,-14,20,-1,112,0.0102,4
14,Madison,USA,1987-10-02,WI,5.0,1.0,2006.0,Phil,72,8473548,0,1,Kessel,Phil Kessel,USA,R,R,PIT,202,20182019,16,197,-5,-11,27,213,0.0231,32,27,142,8,-11,32,169,0.0524,30
15,Nynashamn,SWE,1992-03-14,,93.0,4.0,2012.0,Erik,72,8476979,0,1,Gustafsson,Erik Gustafsson,SWE,D,L,CHI,197,20182019,16,288,-9,7,20,304,-0.0025,18,7,211,-2,0,10,218,0.0074,9
16,Estevan,CAN,1994-01-16,SK,8.0,1.0,2012.0,Derrick,72,8476884,0,1,Pouliot,Derrick Pouliot,CAN,D,L,VAN,196,20182019,16,223,5,0,6,239,0.0878,11,4,173,3,0,2,177,0.07,1
2,St. John's,CAN,1996-03-29,NL,127.0,5.0,2014.0,Clark,72,8478056,0,1,Bishop,Clark Bishop,CAN,C,L,CAR,194,20182019,16,9,4,2,13,25,0.086,10,15,5,5,1,12,20,0.1402,9
13,Hastings,USA,1990-06-18,MN,51.0,2.0,2008.0,Derek,72,8474613,0,1,Stepan,Derek Stepan,USA,C,R,ARI,196,20182019,16,178,-23,41,-1,194,0.0021,-2,11,135,-11,28,-5,146,0.0058,-6
14,Eden,USA,1993-12-21,NY,,,,Alex,72,8480113,0,1,Iafallo,Alex Iafallo,USA,L,L,LAK,185,20182019,16,169,-16,39,-1,185,0.0321,-7,23,118,-2,28,4,141,0.067,-3
14,Gävle,SWE,1987-11-23,,4.0,1.0,2006.0,Nicklas,73,8473563,0,1,Backstrom,Nicklas Backstrom,SWE,C,L,WSH,210,20182019,16,185,6,8,20,201,0.0667,2,6,134,12,-2,6,140,0.0704,-4
14,Winnetka,USA,1990-11-19,IL,21.0,1.0,2009.0,John,74,8475186,0,1,Moore,John Moore,USA,D,L,BOS,210,20182019,15,191,6,1,6,206,-0.0012,8,12,146,4,5,1,158,0.0037,3
10,Saskatoon,CAN,1996-04-03,SK,149.0,5.0,2014.0,Rourke,71,8478078,0,1,Chartier,Rourke Chartier,CAN,C,L,SJS,190,20182019,15,76,5,4,0,91,-0.042,6,13,54,6,0,4,67,-0.0353,7
15,Piikkio,FIN,1995-07-04,,55.0,2.0,2013.0,Artturi,72,8477476,0,1,Lehkonen,Artturi Lehkonen,FIN,L,L,MTL,177,20182019,15,171,-15,21,16,186,-0.0223,9,8,122,-5,9,3,130,-0.02,4
10,Winnipeg,CAN,1990-06-07,MB,69.0,3.0,2008.0,Michael,75,8474628,0,1,Stone,Michael Stone,CAN,D,R,CGY,210,20182019,15,129,-4,18,14,144,-0.0088,1,-3,102,-8,2,5,99,-0.0225,3
13,Grand Rapids,USA,1985-07-30,MN,61.0,2.0,2004.0,Alex,71,8471274,0,1,Goligoski,Alex Goligoski,USA,D,L,ARI,185,20182019,15,196,-30,38,18,211,-0.0024,7,20,140,-15,26,17,160,0.0262,9
14,Calgary,CAN,1995-03-28,AB,13.0,1.0,2013.0,Josh,72,8477504,0,1,Morrissey,Josh Morrissey,CAN,D,L,WPG,195,20182019,15,216,0,23,0,231,0.0258,-8,21,147,10,22,-4,168,0.0461,-11
15,Saint-Narcisse,CAN,1991-12-15,QC,,,,Yanni,69,8476826,0,1,Gourde,Yanni Gourde,CAN,C,L,TBL,172,20182019,15,190,-9,7,14,205,-0.026,17,9,140,-9,5,11,149,-0.029,13
13,Brig,CHE,1999-01-04,,1.0,1.0,2017.0,Nico,73,8480002,0,1,Hischier,Nico Hischier,CHE,C,L,NJD,175,20182019,15,152,15,-3,9,167,0.0561,3,27,109,21,-6,20,136,0.0713,12
13,Calgary,CAN,1991-11-14,AB,1.0,1.0,2010.0,Taylor,73,8475791,0,1,Hall,Taylor Hall,CAN,L,L,NJD,205,20182019,15,170,3,2,18,185,0.0552,10,25,120,8,2,24,145,0.0623,15
12,Laval,CAN,1995-04-26,QC,21.0,1.0,2013.0,Frederik,77,8477512,0,1,Gauthier,Frederik Gauthier,CAN,C,L,TOR,235,20182019,14,78,-2,2,8,92,0.0583,14,4,61,-7,3,5,65,0.0481,8
13,Gothenburg,SWE,1994-08-06,,195.0,7.0,2012.0,Christian,72,8477043,0,1,Djoos,Christian Djoos,SWE,D,L,WSH,169,20182019,14,149,0,9,-8,163,0.071,5,9,110,2,0,-12,119,0.0866,7
14,Ann Arbor,USA,1994-07-08,MI,104.0,4.0,2013.0,Andrew,73,8477429,0,1,Copp,Andrew Copp,USA,C,L,WPG,206,20182019,14,139,-21,20,4,153,0.0311,15,7,104,-16,15,-1,111,0.0177,8
14,St. Louis,USA,1993-03-29,MO,67.0,3.0,2011.0,Adam,77,8476392,0,1,Lowry,Adam Lowry,USA,C,L,WPG,210,20182019,14,153,-14,13,7,167,0.0292,15,8,111,-13,12,3,119,0.0195,9
14,Colorado Springs,USA,1996-11-26,CO,37.0,2.0,2015.0,Brandon,77,8478443,0,1,Carlo,Brandon Carlo,USA,D,R,BOS,212,20182019,14,215,2,11,3,229,-0.0061,1,13,165,2,8,3,178,0.0027,3
15,Lycksele,SWE,1990-07-18,,,,,Melker,72,8477922,0,1,Karlsson,Melker Karlsson,SWE,C,R,SJS,180,20182019,14,125,-11,11,4,139,-0.0632,14,7,96,-7,4,6,103,-0.0745,10
15,Spokane,USA,1986-12-29,WA,,,,Derek,70,8478585,0,1,Ryan,Derek Ryan,USA,C,R,CGY,185,20182019,14,123,-10,16,2,137,-0.0207,8,12,90,-8,7,7,102,0.0073,13
7,Ann Arbor,USA,1988-09-24,MI,93.0,4.0,2007.0,Steven,71,8474000,0,1,Kampfer,Steven Kampfer,USA,D,R,BOS,198,20182019,13,68,-1,2,17,81,0.0328,12,11,50,-1,1,16,61,0.0537,11
14,Drummondville,CAN,1988-01-05,QC,177.0,6.0,2006.0,Mathieu,70,8473618,0,1,Perreault,Mathieu Perreault,CAN,L,L,WPG,188,20182019,13,123,6,14,5,136,0.0315,-7,5,97,6,12,0,102,0.0126,-13
14,Sodertalje,SWE,1988-08-23,,168.0,6.0,2007.0,Carl,71,8474176,0,1,Hagelin,Carl Hagelin,SWE,L,L,PIT,186,20182019,13,186,-10,-7,21,199,0.0189,30,6,141,-3,-11,11,147,0.005,20
8,Strathroy,CAN,1992-12-05,ON,17.0,1.0,2011.0,Nathan,74,8476470,0,1,Beaulieu,Nathan Beaulieu,CAN,D,L,BUF,200,20182019,13,76,0,15,-1,89,0.1067,-2,8,59,0,12,-6,67,0.0947,-4
15,Toronto,CAN,1994-01-14,ON,156.0,6.0,2012.0,Connor,72,8477015,0,1,Brown,Connor Brown,CAN,R,R,TOR,183,20182019,13,159,-14,17,22,172,0.0305,10,3,120,-10,10,8,123,0.0276,3
15,Nassjo,SWE,1991-12-02,,157.0,6.0,2010.0,Jesper,73,8475855,0,1,Fast,Jesper Fast,SWE,R,R,NYR,192,20182019,13,185,-4,7,21,198,0.0612,10,29,125,2,13,28,154,0.1078,14
5,Edmonton,CAN,1996-04-16,AB,30.0,1.0,2014.0,John,73,8477961,0,1,Quenneville,John Quenneville,CAN,C,L,NJD,195,20182019,12,46,3,1,8,58,0.0467,8,14,30,10,1,2,44,0.0663,3
15,Gävle,SWE,1996-08-15,,138.0,5.0,2014.0,Oskar,73,8478067,0,1,Lindblom,Oskar Lindblom,SWE,L,L,PHI,191,20182019,12,161,-18,21,-5,173,0.0383,9,9,110,-8,11,-1,119,0.0337,6
15,North Vancouver,CAN,1993-11-05,BC,50.0,2.0,2012.0,Colton,73,8476925,0,1,Sissons,Colton Sissons,CAN,C,R,NSH,200,20182019,12,125,-6,2,15,137,0.0219,16,19,83,9,-1,15,102,0.0565,11
11,Martin,SVK,1991-02-07,,52.0,2.0,2009.0,Richard,73,8475209,0,1,Panik,Richard Panik,SVK,R,L,ARI,208,20182019,12,134,-7,36,-11,146,-0.0135,-17,16,93,-3,26,-2,109,0.0148,-7
4,Stockholm,SWE,1992-11-24,,125.0,5.0,2011.0,Fredrik,73,8476368,0,1,Claesson,Fredrik Claesson,SWE,D,L,NYR,196,20182019,11,41,-1,11,6,52,0.1262,1,7,30,0,8,2,37,0.1171,-1
15,Burlington,CAN,1994-05-07,ON,95.0,4.0,2012.0,Josh,75,8476981,0,1,Anderson,Josh Anderson,CAN,R,R,CBJ,221,20182019,11,179,-12,16,15,190,0.025,7,13,135,-8,14,14,148,0.0217,7
15,Tampere,FIN,1998-10-06,,16.0,1.0,2017.0,Juuso,74,8479976,0,1,Valimaki,Juuso Valimaki,FIN,D,L,CGY,212,20182019,11,178,-1,14,-5,189,-0.0394,-2,-4,135,-3,-2,-12,131,-0.0447,1
11,Pickering,CAN,1994-06-20,ON,,,,Drake,70,8479465,0,1,Caggiula,Drake Caggiula,CAN,L,L,EDM,176,20182019,11,120,2,7,5,131,0.0103,2,2,95,5,5,-3,97,-0.0155,-8
5,Anchorage,USA,1986-04-29,AK,60.0,2.0,2004.0,Brandon,74,8471273,0,1,Dubinsky,Brandon Dubinsky,USA,C,L,CBJ,205,20182019,11,52,1,6,4,63,0.0606,4,11,39,6,4,6,50,0.0661,1
14,Buffalo,USA,1988-11-19,NY,1.0,1.0,2007.0,Patrick,70,8474141,0,1,Kane,Patrick Kane,USA,R,L,CHI,177,20182019,10,224,-16,18,19,234,-0.0069,8,-6,176,-8,2,1,170,-0.0178,0
11,Chelyabinsk,RUS,1989-03-12,,71.0,3.0,2007.0,Evgenii,71,8474149,0,1,Dadonov,Evgenii Dadonov,RUS,R,L,FLA,185,20182019,10,123,-16,17,11,133,-0.0178,9,13,90,-8,13,11,103,-0.0109,8
12,Spokane,USA,1998-09-29,WA,22.0,1.0,2017.0,Kailer,68,8479977,0,1,Yamamoto,Kailer Yamamoto,USA,R,R,EDM,153,20182019,10,140,-1,7,9,150,0.0403,4,18,96,4,3,22,114,0.0541,11
10,Stratford,CAN,1996-05-31,ON,24.0,1.0,2014.0,Jared,73,8477955,0,1,McCann,Jared McCann,CAN,C,L,FLA,185,20182019,10,98,6,5,12,108,-0.0304,-1,8,73,1,5,12,81,-0.0356,2
7,Oakville,CAN,1999-10-20,ON,10.0,1.0,2018.0,Evan,75,8480803,0,1,Bouchard,Evan Bouchard,CAN,D,R,EDM,194,20182019,10,61,0,0,7,71,0.0867,10,9,45,2,-3,10,54,0.0665,10
15,Dorchester,USA,1992-05-08,MA,24.0,1.0,2010.0,Kevin,77,8475763,0,1,Hayes,Kevin Hayes,USA,C,L,NYR,216,20182019,10,194,4,-12,7,204,0.0559,18,-1,141,0,-6,-1,140,0.0342,5
11,Boston,USA,1986-09-09,MA,105.0,4.0,2005.0,Keith,73,8471735,0,1,Yandle,Keith Yandle,USA,D,L,FLA,191,20182019,10,171,-14,17,14,181,-0.0292,7,12,124,-10,14,13,136,-0.0294,8
13,Stockholm,SWE,1992-02-25,,90.0,3.0,2010.0,Joakim,73,8475807,0,1,Nordstrom,Joakim Nordstrom,SWE,C,L,BOS,194,20182019,9,136,16,-10,-5,145,-0.0045,3,7,99,20,-8,-8,106,-0.0034,-5
13,Oviedo,USA,1991-01-18,FL,,,,Ryan,72,8477846,0,1,Carpenter,Ryan Carpenter,USA,C,R,VGK,200,20182019,9,127,-13,21,10,136,-0.0811,1,2,97,-6,13,-3,99,-0.0828,-5
9,Sault Ste. Marie,CAN,1996-05-13,ON,90.0,3.0,2014.0,Michael,73,8478020,0,1,Amadio,Michael Amadio,CAN,C,R,LAK,204,20182019,9,78,-7,22,3,87,0.0304,-6,-1,61,-9,14,-2,60,0.0002,-6
12,Langley,CAN,1995-07-05,BC,116.0,4.0,2014.0,Danton,73,8478046,0,1,Heinen,Danton Heinen,CAN,C,L,BOS,188,20182019,9,122,-15,19,17,131,0.003,5,3,94,-16,10,16,97,0.0003,9
14,Prague,CZE,1994-08-08,,137.0,5.0,2015.0,Dominik,71,8478866,0,1,Simon,Dominik Simon,CZE,C,L,PIT,190,20182019,9,144,-14,14,-1,153,0.0152,9,9,103,-8,8,3,112,0.0179,9
3,Canton,USA,1990-07-22,NY,137.0,5.0,2009.0,Wade,73,8475263,0,1,Megan,Wade Megan,USA,C,L,DET,191,20182019,9,21,4,4,7,30,0.1502,1,4,19,4,1,4,23,0.1453,-1
4,Scottsdale,USA,1999-09-16,AZ,4.0,1.0,2018.0,Brady,75,8480801,0,1,Tkachuk,Brady Tkachuk,USA,L,L,OTT,196,20182019,8,45,-4,1,18,53,0.1417,11,11,29,2,3,13,40,0.1762,6
15,Gaspe,CAN,1993-08-13,QC,101.0,4.0,2012.0,Cedric,73,8476975,0,1,Paquette,Cedric Paquette,CAN,C,L,TBL,198,20182019,8,125,9,-3,14,133,-0.027,2,17,87,14,-1,19,104,0.0103,4
9,LaSalle,CAN,1991-02-22,QC,84.0,3.0,2009.0,Nicolas,73,8475235,0,1,Deslauriers,Nicolas Deslauriers,CAN,L,L,MTL,221,20182019,8,56,-11,16,2,64,-0.0006,3,2,44,-10,11,-4,46,-0.0181,1
10,Braintree,USA,1996-10-03,MA,149.0,5.0,2015.0,Adam,73,8478874,0,1,Gaudette,Adam Gaudette,USA,C,R,VAN,170,20182019,8,78,2,-2,7,86,0.0481,8,7,61,3,-2,8,68,0.0577,6
10,Gävle,SWE,1994-11-21,,202.0,7.0,2013.0,Andreas,70,8477341,0,1,Johnsson,Andreas Johnsson,SWE,L,L,TOR,181,20182019,8,63,1,7,5,71,0.0491,0,-2,52,-3,4,-1,50,0.0096,-3
10,Red Deer,CAN,1989-04-20,AB,112.0,4.0,2007.0,Colton,72,8474098,0,1,Sceviour,Colton Sceviour,CAN,C,R,FLA,192,20182019,8,93,-3,4,5,101,-0.0112,7,9,65,-2,3,5,74,-0.0059,8
14,Natick,USA,1990-01-10,MA,27.0,1.0,2008.0,John,75,8474590,0,1,Carlson,John Carlson,USA,D,R,WSH,218,20182019,8,242,1,11,17,250,0.0552,-4,-10,177,0,-8,5,167,0.0387,-2
15,St. Gallen,CHE,1996-07-22,,11.0,1.0,2014.0,Kevin,70,8477942,0,1,Fiala,Kevin Fiala,CHE,L,L,NSH,193,20182019,8,160,-13,15,4,168,0.009,6,14,116,-3,13,7,130,0.0306,4
12,Charlestown,USA,1994-01-05,MA,85.0,3.0,2012.0,Matt,69,8476891,0,1,Grzelcyk,Matt Grzelcyk,USA,D,L,BOS,174,20182019,7,150,4,2,9,157,-0.0329,1,1,114,2,2,1,115,-0.0481,-3
15,Greenwich,USA,1989-10-20,CT,7.0,1.0,2008.0,Colin,73,8474569,0,1,Wilson,Colin Wilson,USA,C,L,COL,221,20182019,7,139,5,7,3,146,0.0545,-5,11,97,7,2,5,108,0.0708,2
14,Golden,CAN,1998-07-20,BC,56.0,2.0,2016.0,Dillon,71,8479346,0,1,Dube,Dillon Dube,CAN,C,L,CGY,187,20182019,7,112,-10,22,7,119,-0.0355,-5,7,83,-9,20,2,90,-0.0077,-4
1,Kingsville,CAN,1990-03-13,ON,154.0,6.0,2010.0,Dalton,75,8474774,0,1,Prout,Dalton Prout,CAN,D,R,CGY,215,20182019,7,12,-2,3,8,19,0.0529,6,8,7,1,1,9,15,0.197,6
11,Ottawa,CAN,1989-04-27,ON,179.0,6.0,2007.0,Paul,69,8474038,0,1,Byron,Paul Byron,CAN,L,L,MTL,163,20182019,7,129,-14,13,3,136,-0.0199,8,0,87,-8,3,-4,87,-0.0255,5
5,Ilderton,CAN,1986-06-14,ON,,,,Matt,70,8476177,0,1,Read,Matt Read,CAN,R,R,MIN,188,20182019,7,53,-1,3,4,60,0.0492,5,9,35,2,4,5,44,0.0483,3
15,Chicago,USA,1993-07-13,IL,97.0,4.0,2011.0,Mike,73,8476422,0,1,Reilly,Mike Reilly,USA,D,L,MTL,195,20182019,6,254,-24,20,19,260,-0.0512,10,-5,188,-18,11,-4,183,-0.0613,2
2,Portland,USA,1993-02-26,OR,,,,Jacob,72,8479439,0,1,MacDonald,Jacob MacDonald,,D,L,FLA,204,20182019,6,21,1,4,8,27,0.0663,1,10,15,3,4,11,25,0.0684,3
1,Abington,USA,1988-12-11,PA,,,,Erik,73,8475982,0,1,Burgdoerfer,Erik Burgdoerfer,USA,D,R,OTT,207,20182019,6,5,0,6,1,11,0.2397,0,3,4,0,3,1,7,0.2213,0
11,Chomutov,CZE,1995-01-12,,,,,David,74,8480144,0,1,Kampf,David Kampf,CZE,C,L,CHI,188,20182019,6,105,-11,13,6,111,0.0191,4,3,73,-7,8,9,76,0.027,2
12,Winnipeg,CAN,1991-05-24,MB,85.0,3.0,2009.0,Cody,72,8475236,0,1,Eakin,Cody Eakin,CAN,C,L,VGK,190,20182019,6,119,-10,18,6,125,-0.0858,-2,5,86,-3,11,-3,91,-0.0828,-3
7,Long Beach,USA,1997-12-21,NY,14.0,1.0,2016.0,Charlie,72,8479325,0,1,McAvoy,Charlie McAvoy,USA,D,R,BOS,208,20182019,6,108,0,6,2,114,-0.011,0,4,84,5,4,-4,88,-0.0236,-5
2,Brighton,USA,1996-12-20,MI,158.0,6.0,2015.0,Cooper,72,8478442,0,1,Marody,Cooper Marody,USA,C,R,EDM,184,20182019,6,18,3,3,4,24,0.1351,0,10,11,7,3,8,21,0.1563,0
9,Frydek-Mistek,CZE,1991-03-28,,207.0,7.0,2011.0,Ondrej,72,8476292,0,1,Palat,Ondrej Palat,CZE,L,L,TBL,188,20182019,6,104,2,-3,8,110,-0.0124,7,-1,75,2,-4,-1,74,-0.0174,1
2,Sudbury,CAN,1994-03-25,ON,26.0,1.0,2012.0,Brendan,74,8476867,0,1,Gaunce,Brendan Gaunce,CAN,C,L,VAN,217,20182019,6,11,5,-2,4,17,0.1249,3,1,9,3,-3,-1,10,0.0511,1
12,Winnipeg,CAN,1985-05-13,MB,20.0,1.0,2004.0,Travis,74,8471233,0,1,Zajac,Travis Zajac,CAN,C,R,NJD,185,20182019,6,156,-16,12,11,162,0.0296,10,5,120,-6,8,4,125,0.0043,3
2,Joensuu,FIN,1999-01-01,,18.0,1.0,2017.0,Urho,73,8480001,0,1,Vaakanainen,Urho Vaakanainen,FIN,D,L,BOS,185,20182019,5,11,3,0,3,16,0.0801,2,2,9,2,-1,1,11,0.0206,1
6,Calgary,CAN,1993-02-05,AB,32.0,2.0,2011.0,Ty,72,8476427,0,1,Rattie,Ty Rattie,CAN,R,R,EDM,183,20182019,5,72,-3,10,-5,77,0.0418,-2,4,57,-2,9,-3,61,0.054,-3
14,Herning,DNK,1995-04-10,,89.0,3.0,2013.0,Oliver,72,8477416,0,1,Bjorkstrand,Oliver Bjorkstrand,DNK,R,R,CBJ,177,20182019,5,129,0,-3,7,134,0.0174,8,7,95,4,-4,5,102,0.014,7
10,Gothenburg,SWE,1991-02-09,,,,,Christian,75,8477850,0,1,Folin,Christian Folin,SWE,D,R,PHI,204,20182019,5,128,-4,21,-9,133,0.0096,-12,12,87,5,14,-1,99,0.0377,-7
9,Grand Forks,USA,1994-09-19,ND,134.0,5.0,2013.0,Luke,71,8477366,0,1,Johnson,Luke Johnson,USA,C,R,CHI,179,20182019,5,73,0,8,6,78,-0.0354,-3,3,53,-1,2,6,56,-0.0365,2
15,Tibro,SWE,1986-08-01,,216.0,7.0,2005.0,Anton,71,8471873,0,1,Stralman,Anton Stralman,SWE,D,R,TBL,190,20182019,5,253,-19,2,31,258,-0.0523,22,-14,200,-26,-4,18,186,-0.0886,16
14,Toronto,CAN,1991-12-31,ON,,,,Brandon,72,8479293,0,1,Tanev,Brandon Tanev,CAN,L,L,WPG,180,20182019,5,148,-17,7,2,153,0.0109,15,7,101,-12,7,2,108,0.0181,12
14,Newport Beach,USA,1992-01-16,CA,59.0,2.0,2010.0,Jason,71,8475722,0,1,Zucker,Jason Zucker,USA,L,L,MIN,183,20182019,5,197,-7,8,-17,202,0.0345,4,12,146,-1,0,-7,158,0.0326,13
12,Toronto,CAN,1993-07-28,ON,,,,Evan,70,8478542,0,1,Rodrigues,Evan Rodrigues,CAN,L,R,BUF,176,20182019,5,103,-12,10,9,108,0.0125,7,8,73,-2,6,7,81,0.0218,4
11,Rochester,USA,1985-03-21,NY,127.0,4.0,2004.0,Ryan,70,8471339,0,1,Callahan,Ryan Callahan,USA,R,R,TBL,187,20182019,5,92,2,-3,17,97,-0.0251,6,10,66,5,-3,19,76,-0.0033,8
11,Kitchener,CAN,1989-11-24,ON,129.0,5.0,2009.0,Mike,72,8474884,0,1,Hoffman,Mike Hoffman,CAN,L,L,FLA,180,20182019,5,128,-18,8,23,133,-0.0317,15,14,91,-10,6,27,105,-0.0081,18
