gamesPlayed,playerBirthCity,playerBirthCountry,playerBirthDate,playerBirthStateProvince,playerDraftOverallPickNo,playerDraftRoundNo,playerDraftYear,playerFirstName,playerHeight,playerId,playerInHockeyHof,playerIsActive,playerLastName,playerName,playerNationality,playerPositionCode,playerShootsCatches,playerTeamsPlayedFor,playerWeight,seasonId,shotAttempts,shotAttemptsAgainst,shotAttemptsAhead,shotAttemptsBehind,shotAttemptsClose,shotAttemptsFor,shotAttemptsRelPctg,shotAttemptsTied,unblockedShotAttempts,unblockedShotAttemptsAgainst,unblockedShotAttemptsAhead,unblockedShotAttemptsBehind,unblockedShotAttemptsClose,unblockedShotAttemptsFor,unblockedShotAttemptsRelPctg,unblockedShotAttemptsTied
15,Halifax,CAN,1989-09-14,NS,77.0,3.0,2007.0,Alex,73,8473986,0,1,Killorn,Alex Killorn,CAN,L,L,TBL,196,20182019,57,125,19,22,44,182,0.0718,16,33,93,12,14,27,126,0.0502,7
14,Praha,CZE,1993-11-12,,17.0,1.0,2012.0,Tomas,74,8476881,0,1,Hertl,Tomas Hertl,CZE,C,L,SJS,215,20182019,57,157,21,11,44,214,-0.0133,25,35,119,18,0,27,154,-0.0283,17
15,Etobicoke,CAN,1997-07-15,ON,72.0,3.0,2015.0,Anthony,72,8478519,0,1,Cirelli,Anthony Cirelli,CAN,C,L,TBL,180,20182019,56,133,10,25,43,189,0.0651,21,28,101,1,14,25,129,0.0321,13
13,Oklahoma City,USA,1992-02-03,OK,38.0,2.0,2010.0,Jon,75,8475750,0,1,Merrill,Jon Merrill,USA,D,L,VGK,205,20182019,56,143,9,36,28,199,-0.023,11,33,109,6,19,17,142,-0.0295,8
14,Espoo,FIN,1994-03-17,,,,,Antti,72,8480965,0,1,Suomela,Antti Suomela,FIN,C,L,SJS,180,20182019,55,135,19,23,15,190,0.0078,13,53,96,27,18,16,149,0.0347,8
15,Nizhnekamsk,RUS,1998-06-25,,9.0,1.0,2016.0,Mikhail,75,8479410,0,1,Sergachev,Mikhail Sergachev,RUS,D,L,TBL,215,20182019,55,192,6,30,29,247,0.0374,19,51,129,15,23,23,180,0.0672,13
14,Omaha,USA,1994-10-06,NE,77.0,3.0,2013.0,Jake,71,8477404,0,1,Guentzel,Jake Guentzel,USA,L,L,PIT,180,20182019,55,190,2,28,33,245,0.0872,25,34,150,-4,14,26,184,0.0652,24
15,Helsinki,FIN,1994-09-11,,18.0,1.0,2012.0,Teuvo,71,8476882,0,1,Teravainen,Teuvo Teravainen,FIN,L,L,CAR,178,20182019,54,180,14,26,23,234,-0.07,14,48,127,10,26,26,175,-0.056,12
16,Chatham,CAN,1990-06-07,ON,114.0,4.0,2008.0,TJ,73,8474673,0,1,Brodie,TJ Brodie,CAN,D,L,CGY,185,20182019,54,230,-9,61,13,284,0.0091,2,18,184,-14,31,-2,202,-0.0066,1
15,Winnipeg,CAN,1987-01-20,MB,156.0,5.0,2005.0,Ryan,73,8471817,0,1,Reaves,Ryan Reaves,CAN,R,R,VGK,225,20182019,53,100,12,19,35,153,0.0263,22,37,77,10,7,31,114,0.0265,20
15,Karlstad,SWE,1993-07-20,,19.0,1.0,2011.0,Oscar,75,8476472,0,1,Klefbom,Oscar Klefbom,SWE,D,L,EDM,216,20182019,52,234,27,12,24,286,0.0795,13,52,182,28,12,31,234,0.0826,12
15,Winnipeg,CAN,1983-07-16,MB,54.0,2.0,2002.0,Duncan,73,8470281,0,1,Keith,Duncan Keith,CAN,D,L,CHI,192,20182019,51,223,0,14,69,274,0.0556,37,28,175,7,-9,45,203,0.0518,30
14,Cole Harbour,CAN,1987-08-07,NS,1.0,1.0,2005.0,Sidney,71,8471675,0,1,Crosby,Sidney Crosby,CAN,C,L,PIT,200,20182019,50,196,3,27,30,246,0.0781,20,33,145,-1,11,27,178,0.0645,23
15,Regina,CAN,1993-09-27,SK,2.0,1.0,2012.0,Ryan,73,8476850,0,1,Murray,Ryan Murray,CAN,D,L,CBJ,205,20182019,50,223,-3,31,23,273,0.0847,22,49,165,8,29,22,214,0.0899,12
14,Ancienne-Lorette,CAN,1985-07-24,QC,45.0,2.0,2003.0,Patrice,73,8470638,0,1,Bergeron,Patrice Bergeron,CAN,C,R,BOS,195,20182019,50,150,9,10,34,200,0.0726,31,40,115,6,14,22,155,0.0802,20
8,St. Malo,CAN,1990-08-16,MB,53.0,2.0,2008.0,Travis,74,8474612,0,1,Hamonic,Travis Hamonic,CAN,D,R,CGY,205,20182019,50,107,-2,48,26,157,0.0164,4,39,79,-1,34,18,118,0.0464,6
11,New Canaan,USA,1988-11-20,CT,22.0,1.0,2007.0,Max,74,8474157,0,1,Pacioretty,Max Pacioretty,USA,L,L,VGK,206,20182019,50,102,-3,33,43,152,0.0039,20,38,66,-1,22,32,104,0.0356,17
15,Toronto,CAN,1992-05-16,ON,7.0,1.0,2010.0,Jeff,71,8475784,0,1,Skinner,Jeff Skinner,CAN,L,L,BUF,187,20182019,50,169,17,19,10,219,0.0828,14,48,124,17,17,15,172,0.0945,14
15,Rumson,USA,1993-06-17,NJ,198.0,7.0,2012.0,Joakim,71,8477046,0,1,Ryan,Joakim Ryan,USA,D,L,SJS,185,20182019,49,157,7,8,27,206,-0.0142,34,37,120,9,4,16,157,-0.0156,24
15,Oulu,FIN,1994-06-06,,189.0,7.0,2015.0,Markus,73,8478906,0,1,Nutivaara,Markus Nutivaara,FIN,D,L,CBJ,191,20182019,49,205,5,25,27,254,0.0857,19,50,151,11,25,30,201,0.096,14
15,Minneapolis,USA,1987-02-10,MN,201.0,7.0,2007.0,Justin,74,8474027,0,1,Braun,Justin Braun,USA,D,R,SJS,205,20182019,47,216,5,28,27,263,-0.0436,14,50,155,16,19,28,205,-0.0134,15
15,Vancouver,CAN,1992-07-31,BC,4.0,1.0,2010.0,Ryan,75,8475793,0,1,Johansen,Ryan Johansen,CAN,C,R,NSH,218,20182019,47,181,8,17,33,228,0.0767,22,26,147,-1,17,23,173,0.0524,10
15,Laval,CAN,1997-02-09,QC,120.0,4.0,2015.0,Mathieu,73,8478472,0,1,Joseph,Mathieu Joseph,CAN,R,L,TBL,190,20182019,47,131,5,21,45,178,0.0501,21,21,102,-4,12,25,123,0.0136,13
11,Edmonton,CAN,1982-04-03,AB,194.0,6.0,2000.0,Deryk,74,8468674,0,1,Engelland,Deryk Engelland,CAN,D,R,VGK,214,20182019,47,143,-7,37,35,190,-0.0152,17,16,112,-3,15,11,128,-0.0438,4
15,LaSalle,CAN,1994-12-20,QC,57.0,2.0,2013.0,William,74,8477478,0,1,Carrier,William Carrier,CAN,L,L,VGK,212,20182019,47,106,1,19,35,153,0.0091,27,28,84,0,6,28,112,-0.0052,22
15,Ostervala,SWE,1994-08-13,,11.0,1.0,2012.0,Filip,73,8476887,0,1,Forsberg,Filip Forsberg,SWE,L,R,NSH,205,20182019,47,180,10,20,27,227,0.0769,17,31,145,6,17,21,176,0.0641,8
13,Middletown,USA,1991-07-24,NJ,,,,Trevor,74,8477845,0,1,van Riemsdyk,Trevor van Riemsdyk,USA,D,R,CAR,188,20182019,46,125,11,17,38,171,-0.0619,18,43,90,8,11,40,133,-0.0473,24
15,Oulu,FIN,1999-06-17,,29.0,1.0,2017.0,Henri,72,8480035,0,1,Jokiharju,Henri Jokiharju,FIN,D,R,CHI,193,20182019,46,263,-4,12,68,309,0.0419,38,13,209,3,-10,36,222,0.0191,20
15,Pori,FIN,2000-07-06,,3.0,1.0,2018.0,Jesperi,74,8480829,0,1,Kotkaniemi,Jesperi Kotkaniemi,FIN,C,L,MTL,184,20182019,46,145,-13,35,25,191,0.0415,24,38,98,-9,27,16,136,0.0672,20
16,Boden,SWE,1994-12-02,,5.0,1.0,2013.0,Elias,73,8477496,0,1,Lindholm,Elias Lindholm,SWE,C,R,CGY,195,20182019,46,190,-16,53,29,236,0.0104,9,17,157,-13,26,13,174,-0.0027,4
16,Boston,USA,1997-01-25,MA,5.0,1.0,2015.0,Noah,75,8478396,0,1,Hanifin,Noah Hanifin,USA,D,L,CGY,215,20182019,45,242,-35,72,45,287,-0.0065,8,32,188,-28,54,36,220,0.0186,6
14,Kramfors,SWE,1996-09-13,,29.0,1.0,2014.0,Adrian,74,8477960,0,1,Kempe,Adrian Kempe,SWE,C,L,LAK,195,20182019,45,124,-3,32,28,169,0.1009,16,40,90,3,25,20,130,0.1243,12
15,Skellefteå,SWE,1992-11-12,,4.0,1.0,2011.0,Adam,75,8476457,0,1,Larsson,Adam Larsson,SWE,D,R,EDM,208,20182019,45,252,26,12,21,297,0.0671,7,47,191,31,8,29,238,0.071,8
15,Sodertalje,SWE,1992-04-07,,106.0,4.0,2010.0,Marcus,71,8475834,0,1,Sorensen,Marcus Sorensen,SWE,L,L,SJS,175,20182019,44,139,21,3,20,183,-0.0126,20,38,103,23,5,14,141,-0.0007,10
15,Longueuil,CAN,1994-09-16,QC,20.0,1.0,2013.0,Anthony,77,8477511,0,1,Mantha,Anthony Mantha,CAN,R,L,DET,225,20182019,44,187,16,25,2,231,0.1098,3,31,143,17,19,-1,174,0.1187,-5
13,St. Petersburg,RUS,1995-05-15,,37.0,2.0,2013.0,Valentin,73,8477458,0,1,Zykov,Valentin Zykov,RUS,L,R,CAR,224,20182019,44,63,0,14,31,107,0.0123,30,33,45,4,6,23,78,0.0149,23
15,Burnaby,CAN,1993-04-12,BC,1.0,1.0,2011.0,Ryan,72,8476454,0,1,Nugent-Hopkins,Ryan Nugent-Hopkins,CAN,C,L,EDM,184,20182019,44,209,17,33,10,253,0.0706,-6,57,155,21,30,29,212,0.1001,6
13,Pardubice,CZE,1992-09-01,,,,,Tomas,75,8477931,0,1,Nosek,Tomas Nosek,CZE,L,L,VGK,210,20182019,44,98,1,35,24,142,0.0256,8,33,68,5,21,14,101,0.0439,7
15,Ann Arbor,USA,1987-12-09,MI,45.0,2.0,2006.0,Jeff,75,8473507,0,1,Petry,Jeff Petry,USA,D,R,MTL,197,20182019,43,201,12,25,20,244,0.0164,6,24,147,10,15,7,171,0.0108,-1
15,Raahe,FIN,1992-04-13,,99.0,4.0,2010.0,Joonas,72,8475820,0,1,Donskoi,Joonas Donskoi,FIN,R,R,SJS,190,20182019,43,165,20,10,20,208,-0.0277,13,45,119,26,8,21,164,0.0015,11
14,Halifax,CAN,1988-05-11,NS,71.0,3.0,2006.0,Brad,69,8473419,0,1,Marchand,Brad Marchand,CAN,L,L,BOS,181,20182019,43,172,7,12,24,215,0.0526,24,33,133,9,14,12,166,0.056,10
11,Saint-Jerome,CAN,1993-06-04,QC,3.0,1.0,2011.0,Jonathan,73,8476456,0,1,Huberdeau,Jonathan Huberdeau,CAN,L,L,FLA,200,20182019,43,122,3,19,41,165,0.0611,21,32,95,5,10,33,127,0.0448,17
6,London,CAN,1979-07-02,ON,1.0,1.0,1997.0,Joe,76,8466138,0,1,Thornton,Joe Thornton,CAN,C,L,SJS,220,20182019,41,58,13,16,25,99,0.0528,12,36,43,9,12,23,79,0.0874,15
10,Mlada Boleslav,CZE,1993-03-23,,171.0,6.0,2012.0,Tomas,71,8476617,0,1,Hyka,Tomas Hyka,CZE,R,R,VGK,160,20182019,41,87,0,41,15,128,0.03,0,25,61,-3,27,9,86,0.0133,1
15,Fergus,CAN,1994-02-02,ON,47.0,2.0,2012.0,Brock,72,8476934,0,1,McGinn,Brock McGinn,CAN,L,L,CAR,185,20182019,41,116,-7,19,30,157,-0.0489,29,33,86,-7,10,30,119,-0.0483,30
13,Montreal,CAN,1987-04-24,QC,62.0,3.0,2005.0,Kris,72,8471724,0,1,Letang,Kris Letang,CAN,D,R,PIT,201,20182019,41,240,-1,18,14,281,0.0738,24,30,177,1,9,13,207,0.0656,20
15,Markham,CAN,1990-02-07,ON,1.0,1.0,2008.0,Steven,73,8474564,0,1,Stamkos,Steven Stamkos,CAN,C,R,TBL,194,20182019,40,155,6,27,38,195,0.0267,7,31,121,7,21,22,152,0.0284,3
6,Maple Ridge,CAN,1988-08-24,BC,,,,Brad,69,8476779,0,1,Hunt,Brad Hunt,CAN,D,L,VGK,187,20182019,40,40,11,8,27,80,0.1424,21,41,23,12,8,27,64,0.2075,21
15,Guelph,CAN,1989-03-28,ON,9.0,1.0,2007.0,Logan,73,8474053,0,1,Couture,Logan Couture,CAN,C,L,SJS,200,20182019,40,190,17,6,30,230,-0.0431,17,26,138,15,-1,22,164,-0.049,12
13,Chicago,USA,1994-04-03,IL,169.0,6.0,2012.0,Vinnie,69,8476994,0,1,Hinostroza,Vinnie Hinostroza,USA,C,R,ARI,173,20182019,40,140,11,-3,34,180,0.0571,32,23,105,8,-7,24,128,0.0451,22
9,Detroit,USA,1992-12-12,MI,,,,Austin,69,8478512,0,1,Czarnik,Austin Czarnik,USA,C,R,CGY,170,20182019,39,75,7,24,11,114,0.0598,8,25,58,1,19,2,83,0.0657,5
11,Edmonton,CAN,1992-03-03,AB,36.0,2.0,2010.0,Alexander,76,8475755,0,1,Petrovic,Alexander Petrovic,CAN,D,R,FLA,216,20182019,39,155,-10,31,31,194,0.0372,18,29,113,-8,21,26,142,0.0241,16
15,Tarrytown,USA,1994-11-15,NY,66.0,3.0,2013.0,Brett,75,8477488,0,1,Pesce,Brett Pesce,USA,D,R,CAR,200,20182019,39,181,10,19,46,220,-0.0924,10,46,127,7,17,50,173,-0.0598,22
15,Winnipeg,CAN,1988-04-29,MB,3.0,1.0,2006.0,Jonathan,74,8473604,0,1,Toews,Jonathan Toews,CAN,C,L,CHI,201,20182019,39,201,22,6,37,240,0.0422,11,27,153,21,-2,26,180,0.0537,8
15,Le Blanc-Mesnil,FRA,1985-03-06,,,,,Pierre-Edouard,72,8477930,0,1,Bellemare,Pierre-Edouard Bellemare,FRA,C,L,VGK,198,20182019,38,109,3,19,24,147,-0.0114,16,26,83,4,7,22,109,-0.0099,15
11,Pittsburgh,USA,1993-07-11,PA,64.0,3.0,2011.0,Vincent,70,8476389,0,1,Trocheck,Vincent Trocheck,USA,C,R,FLA,186,20182019,37,135,1,15,41,172,0.0413,21,27,104,5,7,32,131,0.024,15
7,Syracuse,USA,1996-05-10,NY,18.0,1.0,2014.0,Alex,76,8477949,0,1,Tuch,Alex Tuch,USA,R,R,VGK,222,20182019,36,70,3,28,10,106,0.0366,5,23,48,0,17,10,71,0.0187,6
15,Farmington Hills,USA,1997-12-18,MI,39.0,2.0,2016.0,Alex,67,8479337,0,1,DeBrincat,Alex DeBrincat,USA,L,R,CHI,165,20182019,36,203,21,0,31,239,0.0372,15,27,153,20,-6,23,180,0.0537,13
11,Windsor,CAN,1996-02-07,ON,1.0,1.0,2014.0,Aaron,76,8477932,0,1,Ekblad,Aaron Ekblad,CAN,D,R,FLA,220,20182019,36,139,-19,28,38,175,0.0373,27,30,105,-14,23,31,135,0.0319,21
15,Toronto,CAN,1993-02-26,ON,,,,Barclay,74,8476624,0,1,Goodrow,Barclay Goodrow,CAN,R,L,SJS,215,20182019,36,104,6,13,17,140,-0.0052,17,24,78,7,5,11,102,-0.0141,12
14,Sternberk,CZE,1986-04-28,,63.0,2.0,2004.0,David,72,8471276,0,1,Krejci,David Krejci,CZE,C,R,BOS,188,20182019,35,152,18,16,25,187,0.0442,1,5,130,6,6,5,135,-0.0109,-7
11,Minneapolis,USA,1992-07-17,MN,19.0,1.0,2010.0,Nick,78,8475760,0,1,Bjugstad,Nick Bjugstad,USA,C,R,FLA,215,20182019,35,111,-12,28,27,146,0.049,19,30,85,-8,26,22,115,0.0469,12
15,Waterford,USA,1996-07-30,MI,15.0,1.0,2014.0,Dylan,73,8477946,0,1,Larkin,Dylan Larkin,USA,C,L,DET,198,20182019,34,224,21,12,-7,258,0.0908,1,32,161,19,12,1,193,0.1197,1
13,Dorval,CAN,1988-06-09,QC,186.0,7.0,2008.0,Jason,73,8474218,0,1,Demers,Jason Demers,CAN,D,R,ARI,195,20182019,34,202,-9,34,21,236,0.0289,9,3,169,-13,17,5,172,-0.0175,-1
13,Guildford,GBR,1996-04-27,,12.0,1.0,2014.0,Brendan,75,8477943,0,1,Perlini,Brendan Perlini,GBR,L,L,ARI,211,20182019,34,142,-17,37,25,176,0.0448,14,18,112,-12,24,12,130,0.0293,6
15,Elkhorn,CAN,1996-03-29,MB,17.0,1.0,2014.0,Travis,75,8477948,0,1,Sanheim,Travis Sanheim,CAN,D,L,PHI,181,20182019,34,168,1,5,28,202,0.079,28,18,123,1,-6,24,141,0.0554,23
11,Omsk,RUS,1993-03-23,,41.0,2.0,2011.0,Dmitrij,74,8476436,0,1,Jaskin,Dmitrij Jaskin,CZE,R,L,WSH,216,20182019,34,82,9,30,12,116,0.1411,-5,22,62,9,17,11,84,0.1485,-4
15,Repentigny,CAN,1982-11-30,QC,55.0,2.0,2001.0,Jason,71,8469506,0,1,Pominville,Jason Pominville,USA,R,R,BUF,180,20182019,33,151,-11,34,10,184,0.0574,10,29,113,0,18,11,142,0.0562,11
15,Plana,CZE,1995-07-02,,,,,Dominik,71,8480946,0,1,Kahun,Dominik Kahun,DEU,C,L,CHI,175,20182019,33,183,17,-6,41,216,0.0365,22,26,136,16,-11,35,162,0.0555,21
15,Toronto,CAN,1989-05-13,ON,43.0,2.0,2007.0,P.K.,72,8474056,0,1,Subban,P.K. Subban,CAN,D,R,NSH,210,20182019,33,220,-11,26,40,253,0.0469,18,40,163,2,24,39,203,0.0793,14
14,Everett,USA,1986-12-23,WA,24.0,1.0,2005.0,T.J.,71,8471698,0,1,Oshie,T.J. Oshie,USA,R,R,WSH,195,20182019,33,162,5,16,32,195,0.0998,12,18,121,9,5,16,139,0.1015,4
15,Korkino,RUS,1991-10-30,,,,,Artemi,71,8478550,0,1,Panarin,Artemi Panarin,RUS,L,R,CBJ,168,20182019,33,199,-7,2,36,232,0.061,38,46,150,-2,8,42,196,0.0884,40
13,Chicago,USA,1997-04-15,IL,32.0,2.0,2015.0,Christian,74,8478432,0,1,Fischer,Christian Fischer,USA,R,R,ARI,214,20182019,32,133,-4,41,7,165,0.0442,-5,13,106,0,26,-9,119,0.0176,-13
12,Krasnogorsk,RUS,1992-10-13,,,,,Igor,74,8480943,0,1,Ozhiganov,Igor Ozhiganov,RUS,D,R,TOR,210,20182019,32,138,18,7,36,170,0.0704,7,5,108,6,0,14,113,0.0427,-1
12,Roseau,USA,1985-03-27,MN,245.0,8.0,2003.0,Dustin,77,8470834,0,1,Byfuglien,Dustin Byfuglien,USA,D,R,WPG,260,20182019,31,190,-19,34,16,221,0.0339,16,28,141,-16,27,17,169,0.0379,17
15,Kladno,CZE,1988-02-17,,10.0,1.0,2006.0,Michael,73,8473564,0,1,Frolik,Michael Frolik,CZE,R,L,CGY,190,20182019,31,122,-5,22,25,153,0.0192,14,26,86,-4,15,28,112,0.0536,15
11,North Vancouver,CAN,1992-04-15,BC,70.0,3.0,2010.0,Jordan,70,8475738,0,1,Weal,Jordan Weal,CAN,C,R,PHI,179,20182019,31,100,8,8,28,131,0.103,15,24,72,13,3,18,96,0.1058,8
14,Edmonton,CAN,1996-10-17,AB,14.0,1.0,2015.0,Jake,72,8478498,0,1,DeBrusk,Jake DeBrusk,CAN,L,L,BOS,188,20182019,31,128,20,7,19,159,0.0449,4,12,104,12,1,6,116,0.0131,-1
16,Whitby,CAN,1987-09-03,ON,33.0,2.0,2005.0,James,75,8471707,0,1,Neal,James Neal,CAN,L,L,CGY,212,20182019,30,186,-25,49,18,216,-0.0129,6,9,151,-23,28,7,160,-0.0183,4
6,Skellefteå,SWE,1991-10-29,,57.0,2.0,2010.0,Oscar,73,8475715,0,1,Lindberg,Oscar Lindberg,SWE,C,L,VGK,202,20182019,30,35,0,24,20,65,0.0355,6,18,30,0,17,11,48,0.0259,1
13,Wisconsin Rapids,USA,1992-07-18,WI,,,,Casey,73,8479268,0,1,Nelson,Casey Nelson,USA,D,R,BUF,185,20182019,30,138,8,19,16,168,0.0377,3,33,100,13,17,18,133,0.0541,3
10,New Haven,USA,1995-04-20,CT,33.0,2.0,2013.0,Adam,73,8477454,0,1,Erne,Adam Erne,USA,L,L,TBL,214,20182019,30,85,17,3,6,115,0.0279,10,22,63,10,0,9,85,0.024,12
15,Mississauga,CAN,1993-07-11,ON,5.0,1.0,2011.0,Ryan,73,8476458,0,1,Strome,Ryan Strome,CAN,C,R,EDM,194,20182019,29,132,-6,21,20,161,0.0615,14,23,98,3,17,16,121,0.0494,3
14,Regina,CAN,1979-09-26,SK,,,,Chris,72,8470543,0,1,Kunitz,Chris Kunitz,CAN,L,L,CHI,188,20182019,29,118,2,11,14,147,0.051,16,4,96,0,-3,2,100,0.0153,7
15,Maykop,RUS,1993-06-17,,58.0,2.0,2011.0,Nikita,71,8476453,0,1,Kucherov,Nikita Kucherov,RUS,R,L,TBL,178,20182019,29,189,-1,27,28,218,-0.0025,3,28,137,5,21,15,165,0.0147,2
11,Edmonton,CAN,1990-02-23,AB,83.0,3.0,2009.0,Kevin,74,8475246,0,1,Connauton,Kevin Connauton,CAN,D,L,ARI,205,20182019,28,170,-2,33,-4,198,-0.005,-3,23,131,-4,26,1,154,0.0078,1
16,Salem,USA,1993-08-13,NJ,103.0,4.0,2011.0,Johnny,69,8476346,0,1,Gaudreau,Johnny Gaudreau,USA,L,L,CGY,165,20182019,28,220,-19,41,23,248,-0.0247,6,-1,181,-12,12,5,180,-0.0433,-1
14,Rochester,USA,1994-02-26,MI,9.0,1.0,2012.0,Jacob,75,8476885,0,1,Trouba,Jacob Trouba,USA,D,R,WPG,202,20182019,27,219,-3,31,12,246,0.0457,-1,28,155,6,29,7,183,0.0604,-7
15,Bern,CHE,1990-06-01,,38.0,2.0,2008.0,Roman,73,8474600,0,1,Josi,Roman Josi,CHE,D,L,NSH,201,20182019,27,242,-1,9,19,269,0.035,19,14,184,-1,5,8,198,0.0209,10
12,Skellefteå,SWE,1993-04-08,,112.0,4.0,2014.0,Viktor,69,8478042,0,1,Arvidsson,Viktor Arvidsson,SWE,R,R,NSH,180,20182019,27,158,-5,13,14,185,0.048,19,8,132,-10,13,4,140,0.0147,5
14,Trencin,SVK,1977-03-18,,56.0,3.0,1996.0,Zdeno,81,8465009,0,1,Chara,Zdeno Chara,SVK,D,L,BOS,250,20182019,27,245,-2,13,19,272,0.0112,16,15,190,3,8,7,205,0.003,4
15,St. Paul,USA,1989-06-13,MN,12.0,1.0,2007.0,Ryan,73,8474151,0,1,McDonagh,Ryan McDonagh,USA,D,L,TBL,215,20182019,27,227,-19,27,26,254,-0.0145,19,2,180,-28,19,9,182,-0.0524,11
14,Prague,CZE,1990-06-05,,66.0,3.0,2010.0,Radko,72,8475462,0,1,Gudas,Radko Gudas,CZE,D,R,PHI,204,20182019,27,167,-2,13,17,194,0.0689,16,21,121,1,8,16,142,0.0667,12
15,North Chelmsford,USA,1996-10-28,MA,2.0,1.0,2015.0,Jack,74,8478403,0,1,Eichel,Jack Eichel,USA,C,R,BUF,200,20182019,26,189,0,15,8,215,0.0369,11,25,144,7,5,10,169,0.0361,13
15,Trollhattan,SWE,2000-04-13,,1.0,1.0,2018.0,Rasmus,75,8480839,0,1,Dahlin,Rasmus Dahlin,SWE,D,L,BUF,190,20182019,26,198,-7,26,17,224,0.0356,7,14,152,-7,11,21,166,0.0097,10
15,Pittsburgh,USA,1992-10-27,PA,43.0,2.0,2011.0,Brandon,73,8476438,0,1,Saad,Brandon Saad,USA,L,L,CHI,206,20182019,25,175,-10,19,39,200,0.0248,16,6,138,-5,11,19,144,0.0093,0
14,New Rochelle,USA,1989-01-29,NY,14.0,1.0,2007.0,Kevin,72,8474031,0,1,Shattenkirk,Kevin Shattenkirk,USA,D,R,NYR,206,20182019,25,187,10,6,8,212,0.0781,9,21,137,7,6,10,158,0.0813,8
14,Magnitogorsk,RUS,1986-07-31,,2.0,1.0,2004.0,Evgeni,75,8471215,0,1,Malkin,Evgeni Malkin,RUS,C,L,PIT,195,20182019,24,191,-3,-7,23,215,0.0372,34,20,139,6,-11,17,159,0.0376,25
13,Woodbridge,CAN,1998-06-07,ON,100.0,4.0,2016.0,Victor,69,8479376,0,1,Mete,Victor Mete,CAN,D,L,MTL,183,20182019,24,156,-11,32,17,180,0.0021,3,21,112,-8,21,16,133,0.0146,8
9,Olten,CHE,1997-01-18,,102.0,4.0,2015.0,Denis,69,8478843,0,1,Malgin,Denis Malgin,CHE,C,R,FLA,177,20182019,24,68,1,15,18,92,0.07,8,19,51,-2,10,17,70,0.055,11
7,Nizhny Tagil,RUS,1986-07-05,,15.0,1.0,2004.0,Alexander,73,8471228,0,1,Radulov,Alexander Radulov,RUS,R,L,DAL,205,20182019,24,86,8,12,11,110,0.108,4,17,62,7,9,8,79,0.1104,1
9,Lau,SWE,1992-07-25,,56.0,2.0,2010.0,Johan,71,8475728,0,1,Larsson,Johan Larsson,SWE,C,L,BUF,202,20182019,24,63,8,17,18,87,0.0404,-1,20,48,9,12,16,68,0.0351,-1
5,Montreal,CAN,1988-04-04,QC,147.0,5.0,2006.0,Alex,70,8473415,0,1,Biega,Alex Biega,CAN,D,R,VAN,199,20182019,24,46,9,6,12,70,0.134,9,13,41,7,3,2,54,0.1146,3
16,Brampton,CAN,1994-10-12,ON,6.0,1.0,2013.0,Sean,74,8477497,0,1,Monahan,Sean Monahan,CAN,C,L,CGY,200,20182019,23,223,-23,35,26,246,-0.0327,11,-6,183,-18,8,8,177,-0.0537,4
9,Pointe-Claire,CAN,1994-02-27,QC,23.0,1.0,2012.0,Mike,74,8476875,0,1,Matheson,Mike Matheson,CAN,D,L,FLA,193,20182019,23,130,3,18,13,153,0.0062,2,16,99,2,15,11,115,-0.0121,-1
15,Winnipeg,CAN,1992-05-13,MB,178.0,6.0,2010.0,Mark,76,8475913,0,1,Stone,Mark Stone,CAN,R,R,OTT,219,20182019,23,221,-26,33,13,244,0.1401,16,16,168,-14,25,0,184,0.1394,5
9,Ornskoldsvik,SWE,1990-12-18,,2.0,1.0,2009.0,Victor,78,8475167,0,1,Hedman,Victor Hedman,SWE,D,L,TBL,223,20182019,23,105,22,-2,20,128,0.0386,3,10,82,15,-6,12,92,0.0287,1
13,Belleville,CAN,1993-07-20,ON,68.0,3.0,2011.0,Nick,71,8476393,0,1,Cousins,Nick Cousins,CAN,C,L,ARI,185,20182019,23,157,-7,25,18,180,0.0193,5,28,112,-2,21,25,140,0.0548,9
6,Moscow,RUS,1995-01-13,,175.0,6.0,2016.0,Maxim,74,8479553,0,1,Mamin,Maxim Mamin,RUS,C,L,FLA,206,20182019,23,33,-1,8,19,56,0.097,16,22,21,-2,11,16,43,0.1473,13
14,St. Paul,USA,1990-09-21,MN,149.0,5.0,2009.0,Nick,72,8475324,0,1,Jensen,Nick Jensen,USA,D,R,DET,194,20182019,23,180,14,20,-7,203,0.0685,-11,19,132,9,14,10,151,0.0851,-4
14,Woodstock,CAN,1989-02-21,ON,141.0,5.0,2007.0,Jake,75,8474162,0,1,Muzzin,Jake Muzzin,CAN,D,L,LAK,213,20182019,23,224,-26,52,2,247,0.0398,-3,22,162,-11,42,-7,184,0.0569,-9
14,Aalborg,DNK,1996-02-14,,9.0,1.0,2014.0,Nikolaj,72,8477940,0,1,Ehlers,Nikolaj Ehlers,DNK,L,L,WPG,172,20182019,23,170,-13,34,7,193,0.0443,2,19,130,-9,30,6,149,0.0446,-2
8,Massapequa,USA,1996-05-12,NY,16.0,1.0,2014.0,Sonny,72,8477947,0,1,Milano,Sonny Milano,USA,L,L,CBJ,195,20182019,22,40,5,-3,10,62,0.1012,20,15,31,2,2,1,46,0.0749,11
12,Blainville,CAN,1997-02-25,QC,,,,Alexandre,72,8479657,0,1,Fortin,Alexandre Fortin,CAN,L,L,CHI,184,20182019,22,129,3,12,21,151,0.0399,7,12,97,2,0,16,109,0.0409,10
